cluster_id,centroid_lat,centroid_lng,violation_count,unique_vehicle_types,dominant_vehicle_type,vehicle_mix,police_station_mode,location_mode,junction_name_mode,junction_flag_rate,has_junction_name_rate,first_seen_ist,last_seen_ist,active_days,active_weeks,peak_hour_basic,peak_day_basic,h3_cells_count,cluster_quality,needs_manual_review,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes,assigned_station,station_assignment_method,station_assignment_confidence,station_cluster_rank,station_violation_rank,station_priority_band,is_top_station_hotspot,station_total_clusters,station_total_violations,station_needs_review_clusters,station_good_clusters,station_medium_clusters,cluster_violation_share_within_station,jurisdiction_notes,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes,handoff_ready,handoff_warning,prakhar_feature_version,downstream_join_key
C_171,13.185430604798288,77.67994768323867,4437,15,CAR,"CAR:2869,MAXI-CAB:1479,LGV:23,SCOOTER:19,VAN:12,MOTOR CYCLE:11,TEMPO:8,PASSENGER AUTO:5,JEEP:3,GOODS AUTO:2,HGV:2,OTHERS:1,SCHOOL VEHICLE:1,FACTORY BUS:1,TOURIST BUS:1",CHIKKAJALA,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",No Junction,0.0153,0.0,2023-11-11 11:51:46+05:30,2024-04-08 14:50:46+05:30,144,23,5,Friday,5,good,1,5,481,0.1084,"[5, 4, 12]",Friday,WEEKDAY,4.0,11.0,05:00-07:00,04:00-06:00,0.309,HIGH,clean,CHIKKAJALA,police_station_mode,MEDIUM,1,1,HIGH,1,17,6107,9,3,14,0.7265,cluster flagged for review; dominates station (73% of station violations),150,0.96,1.0,30.81,100,0.0225,0.3013,0.6987,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=144, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_171
C_3,13.008460472703977,77.6954542260556,3926,20,SCOOTER,"SCOOTER:1063,CAR:966,PASSENGER AUTO:945,MOTOR CYCLE:405,LGV:210,VAN:80,GOODS AUTO:76,TEMPO:49,MAXI-CAB:34,LORRY/GOODS VEHICLE:20,JEEP:19,OTHERS:19,HGV:10,BUS (BMTC/KSRTC):9,MOPED:9,PRIVATE BUS:4,TOURIST BUS:3,MINI LORRY:3,TANKER:1,SCHOOL VEHICLE:1",K.R. PURA,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",No Junction,0.0003,0.0,2023-11-10 02:28:46+05:30,2024-04-08 05:44:46+05:30,150,23,0,Sunday,4,good,1,0,938,0.2389,"[0, 1, 23]",Sunday,WEEKDAY,0.0,0.0,00:00-02:00,01:00-03:00,0.4733,HIGH,clean,K.R. PURA,police_station_mode,MEDIUM,1,1,HIGH,1,14,5830,11,4,10,0.6734,cluster flagged for review; dominates station (67% of station violations),151,0.9934,1.0,26.17,123,0.0313,0.3291,0.6709,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=150, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_3
C_15,13.006735406687646,77.57056502355101,3813,16,CAR,"CAR:2159,SCOOTER:822,MOTOR CYCLE:542,PASSENGER AUTO:169,MAXI-CAB:42,JEEP:27,LGV:22,GOODS AUTO:13,VAN:4,BUS (BMTC/KSRTC):3,HGV:2,LORRY/GOODS VEHICLE:2,OTHERS:2,MOPED:2,PRIVATE BUS:1,TRACTOR:1",MALLESHWARAM,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",No Junction,0.0,0.0,2023-11-10 04:47:46+05:30,2024-04-08 09:57:46+05:30,142,23,8,Sunday,4,good,1,8,458,0.1201,"[8, 10, 7]",Sunday,WEEKDAY,8.0,7.0,08:00-10:00,10:00-12:00,0.3577,HIGH,clean,MALLESHWARAM,police_station_mode,MEDIUM,3,3,CRITICAL,1,28,24086,21,9,19,0.1583,cluster flagged for review,151,0.9404,1.0,26.85,116,0.0304,0.3197,0.6803,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=142, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_15
C_41,13.035301123433317,77.58902437439944,3198,15,SCOOTER,"SCOOTER:1189,MOTOR CYCLE:821,CAR:612,PASSENGER AUTO:458,MAXI-CAB:52,LGV:26,GOODS AUTO:10,VAN:8,HGV:4,MOPED:4,JEEP:4,OTHERS:3,LORRY/GOODS VEHICLE:3,TEMPO:3,SCHOOL VEHICLE:1",HEBBALA,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",No Junction,0.0,0.0,2023-11-10 08:46:46+05:30,2024-04-08 11:17:46+05:30,134,23,4,Wednesday,3,good,1,4,431,0.1348,"[4, 3, 11]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,03:00-05:00,0.3671,HIGH,clean,HEBBALA,police_station_mode,MEDIUM,1,1,MEDIUM,1,10,3705,4,3,7,0.8632,cluster flagged for review; dominates station (86% of station violations),151,0.8874,1.0,23.87,111,0.0347,0.2864,0.7136,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=134, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_41
C_38,12.964581681315789,77.58389828970395,3040,17,SCOOTER,"SCOOTER:1392,MOTOR CYCLE:596,CAR:432,PASSENGER AUTO:306,LGV:146,GOODS AUTO:61,MAXI-CAB:23,VAN:22,MOPED:19,TEMPO:13,JEEP:9,MINI LORRY:8,LORRY/GOODS VEHICLE:8,HGV:2,SCHOOL VEHICLE:1,OTHERS:1,PRIVATE BUS:1",HALASURU GATE,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","BTP080 - NR Road, SP Road Junction",0.0,1.0,2023-11-10 08:21:46+05:30,2024-04-08 06:48:46+05:30,136,23,10,Tuesday,4,good,1,10,597,0.1964,"[10, 11, 9]",Tuesday,WEEKDAY,11.0,10.0,10:00-12:00,11:00-13:00,0.4701,HIGH,clean,HALASURU GATE,police_station_mode,MEDIUM,1,1,HIGH,1,31,4524,18,4,23,0.672,cluster flagged for review; dominates station (67% of station violations),151,0.9007,1.0,22.35,107,0.0352,0.3043,0.6957,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=136, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_38
C_39,12.998021466657063,77.57135840260051,2928,15,CAR,"CAR:1333,SCOOTER:684,PASSENGER AUTO:546,MOTOR CYCLE:254,MAXI-CAB:34,LGV:16,JEEP:14,VAN:12,OTHERS:12,TANKER:6,MOPED:6,GOODS AUTO:6,LORRY/GOODS VEHICLE:3,MINI LORRY:1,TEMPO:1",MALLESHWARAM,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",No Junction,0.0,0.0,2023-11-10 08:30:46+05:30,2024-04-08 04:56:46+05:30,146,23,10,Sunday,6,good,1,10,552,0.1885,"[10, 11, 8]",Sunday,WEEKDAY,8.0,10.0,10:00-12:00,11:00-13:00,0.4809,HIGH,clean,MALLESHWARAM,police_station_mode,MEDIUM,4,4,CRITICAL,1,28,24086,21,9,19,0.1216,cluster flagged for review,151,0.9669,1.0,20.05,66,0.0225,0.3395,0.6605,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=146, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_39
C_327,12.992656984457891,77.58887485785311,2757,13,SCOOTER,"SCOOTER:2125,MOTOR CYCLE:427,CAR:112,PASSENGER AUTO:65,LGV:8,JEEP:5,VAN:5,MAXI-CAB:4,MOPED:2,MINI LORRY:1,OTHERS:1,LORRY/GOODS VEHICLE:1,HGV:1",HIGH GROUND,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",BTP032 - Windsor Circle,0.0,0.9108,2023-11-14 06:26:46+05:30,2024-04-07 09:48:46+05:30,88,21,3,Wednesday,4,good,1,3,593,0.2151,"[3, 4, 2]",Wednesday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,0.5633,HIGH,clean,HIGH GROUND,police_station_mode,MEDIUM,1,1,MEDIUM,1,19,4200,13,6,11,0.6564,cluster flagged for review; dominates station (66% of station violations),146,0.6027,0.913,31.33,197,0.0715,0.2923,0.7077,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=88, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_327
C_4,12.965154722523119,77.53811533358993,2677,19,SCOOTER,"SCOOTER:1400,CAR:662,MOTOR CYCLE:451,PASSENGER AUTO:75,GOODS AUTO:21,MAXI-CAB:21,LGV:12,VAN:7,JEEP:7,LORRY/GOODS VEHICLE:6,TEMPO:3,MOPED:2,HGV:2,SCHOOL VEHICLE:2,OTHERS:2,TANKER:1,FACTORY BUS:1,TRACTOR:1,PRIVATE BUS:1",VIJAYANAGARA,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)","BTP016 - 5th Main Road, RPC Layout",0.0,0.9081,2023-11-10 02:37:46+05:30,2024-04-08 10:23:46+05:30,102,23,11,Saturday,5,good,1,11,401,0.1498,"[11, 10, 3]",Saturday,MIXED,10.0,11.0,11:00-13:00,10:00-12:00,0.4217,HIGH,no strong weekday/weekend skew,VIJAYANAGARA,police_station_mode,MEDIUM,2,2,CRITICAL,1,33,14536,21,16,17,0.1842,cluster flagged for review,151,0.6755,1.0,26.25,116,0.0433,0.3982,0.6018,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=102, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_4
C_54,12.973571379808892,77.55113007823016,2407,12,SCOOTER,"SCOOTER:1647,MOTOR CYCLE:644,PASSENGER AUTO:56,CAR:32,MOPED:8,MAXI-CAB:6,GOODS AUTO:4,LGV:3,TOURIST BUS:3,OTHERS:2,PRIVATE BUS:1,VAN:1",MAGADI ROAD,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)","BTP070 - Cholurpalya Junction, Magadi Road",0.0004,1.0,2023-11-10 10:56:46+05:30,2024-04-08 14:39:46+05:30,105,23,11,Monday,2,good,1,11,470,0.1953,"[11, 12, 10]",Monday,WEEKDAY,11.0,12.0,11:00-13:00,12:00-14:00,0.5143,HIGH,clean,MAGADI ROAD,police_station_mode,MEDIUM,1,1,HIGH,1,40,7483,22,10,30,0.3217,cluster flagged for review; dominates station (32% of station violations),151,0.6954,1.0,22.92,107,0.0445,0.2862,0.7138,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=105, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_54
C_81,12.959679943667124,77.57706802153636,2187,19,SCOOTER,"SCOOTER:628,PASSENGER AUTO:354,LGV:307,GOODS AUTO:277,CAR:245,MOTOR CYCLE:162,PRIVATE BUS:72,LORRY/GOODS VEHICLE:31,MINI LORRY:25,TOURIST BUS:19,MOPED:16,HGV:14,VAN:12,JEEP:11,MAXI-CAB:7,TEMPO:4,OTHERS:1,TANKER:1,FACTORY BUS:1",CITY MARKET,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",BTP104 - Medical College Circle,0.0,1.0,2023-11-11 02:17:46+05:30,2024-04-08 06:20:46+05:30,136,23,11,Sunday,5,good,1,11,266,0.1216,"[11, 10, 5]",Sunday,WEEKDAY,11.0,10.0,11:00-13:00,10:00-12:00,0.305,HIGH,clean,CITY MARKET,police_station_mode,MEDIUM,2,2,CRITICAL,1,36,15655,21,7,25,0.1397,cluster flagged for review,150,0.9067,1.0,16.08,70,0.032,0.3374,0.6626,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=136, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_81
C_21,12.997506222949298,77.54862164315576,2094,15,SCOOTER,"SCOOTER:947,CAR:583,MOTOR CYCLE:389,PASSENGER AUTO:90,LGV:18,MAXI-CAB:16,JEEP:15,OTHERS:10,MOPED:9,GOODS AUTO:4,VAN:4,LORRY/GOODS VEHICLE:4,MINI LORRY:2,TEMPO:2,TRACTOR:1",VIJAYANAGARA,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",BTP027 - Modi Bridge Junction,0.0,1.0,2023-11-10 06:10:46+05:30,2024-04-08 15:22:46+05:30,138,23,8,Thursday,3,good,1,8,294,0.1404,"[8, 10, 5]",Thursday,WEEKDAY,8.0,10.0,08:00-10:00,10:00-12:00,0.3878,HIGH,clean,VIJAYANAGARA,police_station_mode,MEDIUM,3,3,CRITICAL,1,33,14536,21,16,17,0.1441,cluster flagged for review,151,0.9139,1.0,15.17,97,0.0463,0.2488,0.7512,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=138, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_21
C_0_5,12.978037567044334,77.57382984448274,2030,19,CAR,"CAR:698,SCOOTER:383,PASSENGER AUTO:360,MOTOR CYCLE:176,PRIVATE BUS:113,MAXI-CAB:69,LGV:67,GOODS AUTO:46,TOURIST BUS:37,BUS (BMTC/KSRTC):24,TEMPO:10,MOPED:10,JEEP:9,VAN:7,HGV:7,OTHERS:6,LORRY/GOODS VEHICLE:4,MINI LORRY:3,TANKER:1",UPPARPET,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",BTP045 - Danvanthri Road Junction,0.0,1.0,2023-11-10 12:40:46+05:30,2024-04-08 14:36:46+05:30,135,23,9,Sunday,2,good,1,9,207,0.102,"[9, 11, 5]",Sunday,WEEKDAY,12.0,9.0,09:00-11:00,11:00-13:00,0.2842,HIGH,clean,UPPARPET,police_station_mode,MEDIUM,3,3,CRITICAL,1,33,36360,22,5,21,0.0558,cluster flagged for review,151,0.894,1.0,15.04,88,0.0433,0.3232,0.6768,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=135, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_0_5
C_173,12.84190787359102,77.6458057678966,1959,15,SCOOTER,"SCOOTER:742,MOTOR CYCLE:605,CAR:380,LGV:109,PASSENGER AUTO:50,MAXI-CAB:22,TANKER:21,VAN:10,GOODS AUTO:8,HGV:3,PRIVATE BUS:3,LORRY/GOODS VEHICLE:2,MOPED:2,OTHERS:1,TEMPO:1",ELECTRONIC CITY,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",No Junction,0.0005,0.0,2023-11-11 12:11:46+05:30,2024-04-08 12:59:46+05:30,123,23,12,Sunday,4,good,1,12,620,0.3165,"[12, 13, 14]",Sunday,MIXED,13.0,12.0,12:00-14:00,13:00-15:00,0.7065,HIGH,no strong weekday/weekend skew,ELECTRONIC CITY,police_station_mode,MEDIUM,1,1,MEDIUM,1,22,3309,11,6,15,0.592,cluster flagged for review; dominates station (59% of station violations),150,0.82,1.0,15.93,94,0.048,0.4625,0.5375,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=123, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_173
C_5,12.981296485329187,77.59855271627787,1929,13,SCOOTER,"SCOOTER:1318,MOTOR CYCLE:428,CAR:117,PASSENGER AUTO:33,MAXI-CAB:17,JEEP:3,LGV:3,OTHERS:3,TOURIST BUS:2,MOPED:2,VAN:1,TRACTOR:1,BUS (BMTC/KSRTC):1",SHIVAJINAGAR,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",BTP042 - Minsk Square Junction (CTO),0.0,1.0,2023-11-10 02:41:46+05:30,2024-04-06 10:33:46+05:30,98,22,4,Thursday,1,good,1,4,370,0.1918,"[4, 5, 8]",Thursday,WEEKDAY,4.0,5.0,04:00-06:00,05:00-07:00,0.5298,HIGH,clean,SHIVAJINAGAR,police_station_mode,MEDIUM,3,3,CRITICAL,1,35,27458,21,9,24,0.0703,cluster flagged for review,149,0.6577,0.9565,19.68,104,0.0539,0.1794,0.8206,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=98, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_5
C_12,12.944050367517546,77.57112433112003,1900,11,SCOOTER,"SCOOTER:1152,CAR:296,MOTOR CYCLE:261,PASSENGER AUTO:147,LGV:21,GOODS AUTO:7,MAXI-CAB:5,MOPED:4,VAN:4,LORRY/GOODS VEHICLE:2,OTHERS:1",BASAVANAGUDI,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",BTP108 - Tagore Park Junction,0.0,1.0,2023-11-10 04:13:46+05:30,2024-04-08 12:42:46+05:30,141,23,10,Sunday,4,good,1,10,251,0.1321,"[10, 11, 3]",Sunday,WEEKDAY,11.0,10.0,10:00-12:00,11:00-13:00,0.3547,HIGH,clean,BASAVANAGUDI,police_station_mode,MEDIUM,1,1,MEDIUM,1,16,3150,11,6,10,0.6032,cluster flagged for review; dominates station (60% of station violations),151,0.9338,1.0,13.48,59,0.0311,0.3111,0.6889,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=141, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_12
C_199,13.000381902767533,77.67707014276532,1874,17,PASSENGER AUTO,"PASSENGER AUTO:756,CAR:653,MAXI-CAB:133,SCOOTER:133,MOTOR CYCLE:102,BUS (BMTC/KSRTC):27,PRIVATE BUS:23,TEMPO:10,MOPED:8,LGV:7,TOURIST BUS:5,SCHOOL VEHICLE:4,LORRY/GOODS VEHICLE:3,HGV:3,GOODS AUTO:3,VAN:2,OTHERS:2",MAHADEVAPURA,"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",No Junction,0.0443,0.0,2023-11-12 04:21:46+05:30,2024-04-07 10:20:46+05:30,105,22,1,Thursday,2,good,1,1,450,0.2401,"[1, 6, 7]",Thursday,WEEKDAY,1.0,6.0,01:00-03:00,06:00-08:00,0.5416,HIGH,clean,MAHADEVAPURA,police_station_mode,MEDIUM,1,1,HIGH,1,20,6005,12,5,14,0.3121,cluster flagged for review; dominates station (31% of station violations),148,0.7095,0.9565,17.85,151,0.0806,0.1953,0.8047,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=105, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_199
C_149,12.996271345660729,77.66861135342928,1807,20,PASSENGER AUTO,"PASSENGER AUTO:383,SCOOTER:363,CAR:301,BUS (BMTC/KSRTC):263,MOTOR CYCLE:212,PRIVATE BUS:107,MAXI-CAB:97,LGV:14,TOURIST BUS:14,TEMPO:13,HGV:8,SCHOOL VEHICLE:7,GOODS AUTO:5,OTHERS:5,LORRY/GOODS VEHICLE:4,FACTORY BUS:4,JEEP:2,MINI LORRY:2,TRACTOR:2,TANKER:1",MAHADEVAPURA,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",No Junction,0.0133,0.0,2023-11-11 09:48:46+05:30,2024-04-08 10:41:46+05:30,129,23,10,Saturday,2,good,1,10,322,0.1782,"[10, 9, 11]",Saturday,WEEKDAY,10.0,10.0,10:00-12:00,09:00-11:00,0.4328,HIGH,clean,MAHADEVAPURA,police_station_mode,MEDIUM,2,2,HIGH,1,20,6005,12,5,14,0.3009,cluster flagged for review; dominates station (30% of station violations),150,0.86,1.0,14.01,64,0.0354,0.3403,0.6597,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=129, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_149
C_731,12.96444694151913,77.71791015956596,1751,16,MAXI-CAB,"MAXI-CAB:542,CAR:318,SCOOTER:307,PASSENGER AUTO:287,MOTOR CYCLE:223,LGV:44,VAN:5,GOODS AUTO:5,TEMPO:4,TANKER:4,MOPED:3,JEEP:3,LORRY/GOODS VEHICLE:3,TRACTOR:1,SCHOOL VEHICLE:1,FACTORY BUS:1",HAL OLD AIRPORT,"ITPL Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",No Junction,0.0,0.0,2023-12-09 06:56:46+05:30,2024-04-05 05:24:46+05:30,70,18,5,Tuesday,3,good,0,5,322,0.1839,"[5, 10, 7]",Tuesday,WEEKDAY,5.0,8.0,05:00-07:00,10:00-12:00,0.4797,HIGH,clean,HAL OLD AIRPORT,police_station_mode,HIGH,2,2,CRITICAL,1,51,19446,22,17,32,0.09,clean,119,0.5882,0.7826,25.01,93,0.0531,0.2376,0.7624,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=70, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_731
C_34,12.975720058669054,77.55985434794881,1650,16,SCOOTER,"SCOOTER:1029,MOTOR CYCLE:264,PASSENGER AUTO:153,CAR:89,MOPED:46,LGV:30,GOODS AUTO:17,MAXI-CAB:6,HGV:3,VAN:3,TANKER:3,TEMPO:2,PRIVATE BUS:2,JEEP:1,MINI LORRY:1,LORRY/GOODS VEHICLE:1",MAGADI ROAD,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",No Junction,0.0018,0.4733,2023-11-10 08:03:46+05:30,2024-04-08 05:19:46+05:30,126,23,4,Saturday,3,good,1,4,213,0.1291,"[4, 11, 3]",Saturday,WEEKDAY,4.0,3.0,04:00-06:00,11:00-13:00,0.3552,HIGH,clean,MAGADI ROAD,police_station_mode,MEDIUM,2,2,HIGH,1,40,7483,22,10,30,0.2205,cluster flagged for review,151,0.8344,1.0,13.1,71,0.043,0.3036,0.6964,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=126, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_34
