cluster_id,total_violations,active_days,active_weeks,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,peak_hour,peak_hour_share,temporal_concentration_score,assigned_station,station_priority_band,cluster_quality,needs_manual_review,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes
C_802,18,8,6,99,0.0808,0.2609,2.25,6,0.3333,0.5556,0.4444,12,0.6111,0.8333,YESHWANTHPURA,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.556 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_331,18,6,5,141,0.0426,0.2174,3.0,6,0.3333,0.0556,0.9444,11,0.5,0.8333,PULIKESHINAGAR(F.TOWN),MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=6, violations=18 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_273,18,11,10,134,0.0821,0.4348,1.64,6,0.3333,0.1667,0.8333,7,0.2222,0.5556,ELECTRONIC CITY,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=11, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_825,18,3,3,82,0.0366,0.1304,6.0,15,0.8333,0.8333,0.1667,5,0.8333,1.0,HULIMAVU,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.833 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_148,18,13,9,107,0.1215,0.3913,1.38,4,0.2222,0.5,0.5,9,0.3889,0.7778,BANASWADI,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.500 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_930,18,5,3,28,0.1786,0.1304,3.6,7,0.3889,0.0,1.0,4,0.5556,0.8889,WHITEFIELD,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.389 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_599,18,4,4,82,0.0488,0.1739,4.5,15,0.8333,0.9444,0.0556,3,0.5,0.8889,K.R. PURA,HIGH,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.944 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_550,18,17,13,144,0.1181,0.5652,1.06,2,0.1111,0.0556,0.9444,4,0.2778,0.6111,RAJAJINAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=17, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_709,18,12,11,108,0.1111,0.4783,1.5,4,0.2222,0.3889,0.6111,11,0.2222,0.5,JNANABHARATHI,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=12, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_711,18,8,8,113,0.0708,0.3478,2.25,4,0.2222,0.0556,0.9444,11,0.3889,0.7778,K.R. PURA,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=8, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_892,18,9,7,147,0.0612,0.3043,2.0,5,0.2778,0.1667,0.8333,2,0.3333,0.7222,WHITEFIELD,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=18 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_586,17,12,9,144,0.0833,0.3913,1.42,5,0.2941,0.5882,0.4118,11,0.2353,0.5294,MAGADI ROAD,HIGH,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.588 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_999,17,5,2,24,0.2083,0.087,3.4,7,0.4118,0.5294,0.4706,7,0.4118,0.9412,CHIKKABANAVARA,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.529 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_0_40,17,6,6,73,0.0822,0.2609,2.83,6,0.3529,0.4706,0.5294,12,0.5882,0.8235,CITY MARKET,CRITICAL,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.471 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_690,17,9,7,140,0.0643,0.3043,1.89,4,0.2353,0.2353,0.7647,8,0.2941,0.8235,CITY MARKET,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_958,17,6,5,127,0.0472,0.2174,2.83,6,0.3529,0.6471,0.3529,7,0.3529,0.8235,SADASHIVANAGAR,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.647 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_965,17,3,2,44,0.0682,0.087,5.67,11,0.6471,1.0,0.0,1,0.5882,1.0,MAHADEVAPURA,HIGH,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=1.000 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_683,17,2,2,47,0.0426,0.087,8.5,15,0.8824,0.0,1.0,4,0.7059,1.0,MALLESHWARAM,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.882 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_621,17,8,8,130,0.0615,0.3478,2.12,9,0.5294,0.0588,0.9412,10,0.5294,0.8235,MAGADI ROAD,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"top_day_share=0.529 (>=0.35, single-day burst)",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_623,17,2,2,72,0.0278,0.087,8.5,15,0.8824,0.0,1.0,12,0.6471,1.0,KODIGEHALLI,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.882 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_953,17,7,5,93,0.0753,0.2174,2.43,5,0.2941,0.2353,0.7647,11,0.7059,1.0,RAJAJINAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=7, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_1010,17,6,4,78,0.0769,0.1739,2.83,5,0.2941,0.0,1.0,2,0.5882,0.9412,HAL OLD AIRPORT,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=6, violations=17 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_492,17,5,5,140,0.0357,0.2174,3.4,6,0.3529,0.4118,0.5882,10,0.2941,0.7059,HSR LAYOUT,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.353 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_520,17,3,3,134,0.0224,0.1304,5.67,8,0.4706,0.7059,0.2941,2,0.7647,1.0,WILSON GARDEN,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.706 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_909,17,10,10,132,0.0758,0.4348,1.7,4,0.2353,0.4706,0.5294,10,0.4118,0.7647,MALLESHWARAM,CRITICAL,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.471 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_938,17,10,7,64,0.1562,0.3043,1.7,3,0.1765,0.2353,0.7647,4,0.4118,0.8235,HALASUR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=10, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_619,17,13,9,109,0.1193,0.3913,1.31,2,0.1176,0.2941,0.7059,9,0.2353,0.5882,WILSON GARDEN,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=13, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_812,17,10,6,97,0.1031,0.2609,1.7,4,0.2353,0.5882,0.4118,4,0.2353,0.5882,HALASURU GATE,HIGH,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.588 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_795,17,11,8,98,0.1122,0.3478,1.55,5,0.2941,0.5294,0.4706,11,0.3529,0.6471,VIJAYANAGARA,CRITICAL,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.529 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_791,17,10,6,87,0.1149,0.2609,1.7,3,0.1765,0.3529,0.6471,6,0.4706,0.8824,ADUGODI,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=10, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_479,17,5,4,105,0.0476,0.1739,3.4,8,0.4706,0.0588,0.9412,7,0.2941,0.8235,YELAHANKA,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.471 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_898,17,8,5,42,0.1905,0.2174,2.12,5,0.2941,0.0,1.0,11,0.2941,0.7059,RAJAJINAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=8, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_887,17,5,3,57,0.0877,0.1304,3.4,9,0.5294,0.5294,0.4706,1,0.8824,1.0,CITY MARKET,CRITICAL,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.529 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_880,17,8,6,144,0.0556,0.2609,2.12,3,0.1765,0.1176,0.8824,6,0.4706,0.9412,HIGH GROUND,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=8, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_457,17,14,10,137,0.1022,0.4348,1.21,2,0.1176,0.2353,0.7647,4,0.2353,0.5882,HALASURU GATE,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=14, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_454,17,12,9,145,0.0828,0.3913,1.42,5,0.2941,0.7647,0.2353,3,0.4706,0.7059,MAGADI ROAD,HIGH,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.765 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_455,17,11,8,131,0.084,0.3478,1.55,5,0.2941,0.2353,0.7647,5,0.5294,0.9412,RAJAJINAGAR,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=11, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_877,17,3,2,27,0.1111,0.087,5.67,12,0.7059,0.0588,0.9412,11,0.7059,1.0,R.T. NAGAR,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.706 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_1016,17,1,1,1,1.0,0.0435,17.0,17,1.0,0.0,1.0,11,0.8824,1.0,HALASUR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=1.000 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); very short observation span (<=7 days); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_1018,17,1,1,1,1.0,0.0435,17.0,17,1.0,0.0,1.0,12,1.0,1.0,HALASUR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=1.000 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); very short observation span (<=7 days); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_375,17,12,9,142,0.0845,0.3913,1.42,3,0.1765,0.1176,0.8824,1,0.2941,0.6471,BANASWADI,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=12, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_816,17,5,3,32,0.1562,0.1304,3.4,5,0.2941,0.0,1.0,7,0.7647,0.8824,CITY MARKET,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"sparse/low-signal cluster; active_days=5, violations=17 — treat as responsive until more data",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_822,17,13,13,145,0.0897,0.5652,1.31,3,0.1765,0.4706,0.5294,6,0.3529,0.6471,PEENYA,LOW,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.471 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_873,17,4,4,53,0.0755,0.1739,4.25,11,0.6471,0.7647,0.2353,2,0.6471,0.9412,ASHOK NAGAR,MEDIUM,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.765 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_831,17,8,7,117,0.0684,0.3043,2.12,7,0.4118,0.0,1.0,5,0.4118,0.6471,BELLANDUR,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"top_day_share=0.412 (>=0.35, single-day burst)",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_228,17,4,4,87,0.046,0.1739,4.25,13,0.7647,0.8235,0.1765,10,0.7647,1.0,HSR LAYOUT,MEDIUM,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.824 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_835,17,1,1,1,1.0,0.0435,17.0,17,1.0,0.0,1.0,10,1.0,1.0,BYATARAYANAPURA,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=1.000 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); very short observation span (<=7 days); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_829,17,6,5,58,0.1034,0.2174,2.83,8,0.4706,0.0,1.0,6,0.4706,1.0,MAHADEVAPURA,HIGH,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.471 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_867,17,4,4,50,0.08,0.1739,4.25,8,0.4706,0.0,1.0,11,0.4706,0.7647,HAL OLD AIRPORT,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,LOW,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",LOW,"top_day_share=0.471 (>=0.35, single-day burst)",sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_980,17,10,7,57,0.1754,0.3043,1.7,4,0.2353,0.2941,0.7059,11,0.4118,0.6471,ELECTRONIC CITY,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=10, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_0_17,17,11,7,142,0.0775,0.3043,1.55,6,0.3529,0.6471,0.3529,11,0.4118,0.6471,UPPARPET,CRITICAL,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.647 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_236,17,2,2,77,0.026,0.087,8.5,16,0.9412,1.0,0.0,10,0.5882,1.0,VIJAYANAGARA,CRITICAL,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=1.000 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_861,17,8,6,88,0.0909,0.2609,2.12,5,0.2941,0.4118,0.5882,3,0.5294,1.0,PULIKESHINAGAR(F.TOWN),MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=8, violations=17 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_675,16,9,6,138,0.0652,0.2609,1.78,5,0.3125,0.1875,0.8125,10,0.3125,0.625,HSR LAYOUT,MEDIUM,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=16 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_855,16,8,6,123,0.065,0.2609,2.0,8,0.5,0.125,0.875,7,0.3125,0.6875,YESHWANTHPURA,LOW,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,burst_or_short_term,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"top_day_share=0.500 (>=0.35, single-day burst)",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_832,16,6,6,88,0.0682,0.2609,2.67,7,0.4375,0.75,0.25,6,0.375,0.75,MAHADEVAPURA,HIGH,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,LOW,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",LOW,weekend_share=0.750 (>=0.45),sparse violations (<30); very few active days (<7); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_27_4,16,9,7,133,0.0677,0.3043,1.78,4,0.25,0.1875,0.8125,9,0.3125,0.6875,SHIVAJINAGAR,CRITICAL,medium,1,RESPONSIVE,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,sparse_low_signal,MEDIUM,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window",MEDIUM,"sparse/low-signal cluster; active_days=9, violations=16 — treat as responsive until more data",sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
C_27_2,16,8,5,145,0.0552,0.2174,2.0,4,0.25,0.5625,0.4375,10,0.4375,0.75,PULIKESHINAGAR(F.TOWN),MEDIUM,medium,1,SEASONAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,weekend_dominant,MEDIUM,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window",MEDIUM,weekend_share=0.562 (>=0.45),sparse violations (<30); deployment gated: Phase 2 manual review flag; verify geography before deployment
