cluster_id,total_violations,active_days,active_weeks,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes
C_454,17,12,9,3,8,0.4706,"[3, 2, 4]",Sunday,WEEKEND,2.0,3.0,03:00-05:00,02:00-04:00,0.7059,MEDIUM,sparse data (<30 violations)
C_455,17,11,8,5,9,0.5294,"[5, 6, 7]",Friday,WEEKDAY,5.0,5.0,05:00-07:00,06:00-08:00,0.9412,MEDIUM,sparse data (<30 violations)
C_456,25,13,9,7,11,0.44,"[7, 6, 11]",Saturday,MIXED,5.0,7.0,07:00-09:00,06:00-08:00,0.8,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_457,17,14,10,4,4,0.2353,"[4, 6, 7]",Friday,WEEKDAY,4.0,7.0,04:00-06:00,06:00-08:00,0.5882,MEDIUM,sparse data (<30 violations)
C_458,124,28,17,12,27,0.2177,"[12, 11, 13]",Sunday,MIXED,11.0,12.0,12:00-14:00,11:00-13:00,0.5887,HIGH,no strong weekday/weekend skew
C_459,23,13,9,2,7,0.3043,"[2, 8, 10]",Saturday,MIXED,9.0,2.0,02:00-04:00,08:00-10:00,0.6957,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_46,54,14,9,9,21,0.3889,"[9, 7, 0]",Friday,MIXED,9.0,9.0,09:00-11:00,07:00-09:00,0.5741,MEDIUM,no strong weekday/weekend skew
C_460,82,32,16,9,28,0.3415,"[9, 8, 7]",Saturday,MIXED,9.0,8.0,09:00-11:00,08:00-10:00,0.7561,MEDIUM,no strong weekday/weekend skew
C_461,65,16,14,8,15,0.2308,"[8, 10, 7]",Wednesday,MIXED,8.0,10.0,08:00-10:00,10:00-12:00,0.6462,MEDIUM,no strong weekday/weekend skew
C_462,23,14,11,1,7,0.3043,"[1, 14, 9]",Tuesday,MIXED,14.0,1.0,01:00-03:00,14:00-16:00,0.6087,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_463,37,11,9,3,9,0.2432,"[3, 6, 5]",Wednesday,WEEKDAY,3.0,6.0,03:00-05:00,06:00-08:00,0.6216,MEDIUM,clean
C_464,19,8,7,5,8,0.4211,"[5, 10, 2]",Saturday,MIXED,2.0,5.0,05:00-07:00,10:00-12:00,0.7895,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_465,108,19,11,3,23,0.213,"[3, 9, 10]",Wednesday,WEEKDAY,9.0,3.0,03:00-05:00,09:00-11:00,0.6111,HIGH,clean
C_466,41,25,14,10,9,0.2195,"[10, 6, 7]",Friday,WEEKDAY,10.0,7.0,10:00-12:00,06:00-08:00,0.5366,MEDIUM,clean
C_467,31,18,14,4,16,0.5161,"[4, 5, 3]",Tuesday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.871,MEDIUM,clean
C_468,19,8,7,10,8,0.4211,"[10, 6, 12]",Sunday,WEEKEND,12.0,10.0,10:00-12:00,06:00-08:00,0.8947,MEDIUM,sparse data (<30 violations)
C_469,66,39,19,11,15,0.2273,"[11, 8, 10]",Saturday,MIXED,8.0,11.0,11:00-13:00,08:00-10:00,0.4697,MEDIUM,no strong weekday/weekend skew
C_47,58,29,16,9,14,0.2414,"[9, 10, 8]",Sunday,MIXED,10.0,8.0,09:00-11:00,10:00-12:00,0.6379,MEDIUM,no strong weekday/weekend skew
C_470,23,18,13,5,8,0.3478,"[5, 10, 4]",Saturday,MIXED,5.0,5.0,05:00-07:00,10:00-12:00,0.6522,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_471,31,22,12,5,8,0.2581,"[5, 3, 6]",Friday,WEEKDAY,5.0,12.0,05:00-07:00,03:00-05:00,0.6452,MEDIUM,clean
C_472,14,6,5,13,7,0.5,"[13, 4, 5]",Saturday,WEEKEND,12.0,13.0,13:00-15:00,04:00-06:00,0.7857,LOW,sparse data (<30 violations); few active days (<7)
C_473,95,31,14,3,26,0.2737,"[3, 2, 6]",Saturday,MIXED,3.0,6.0,03:00-05:00,02:00-04:00,0.6842,MEDIUM,no strong weekday/weekend skew
C_474,25,6,6,3,17,0.68,"[3, 2, 0]",Saturday,WEEKEND,0.0,3.0,03:00-05:00,02:00-04:00,0.92,LOW,sparse data (<30 violations); few active days (<7)
C_475,75,18,11,3,19,0.2533,"[3, 0, 1]",Monday,WEEKDAY,3.0,2.0,03:00-05:00,00:00-02:00,0.64,MEDIUM,clean
C_476,32,14,12,11,5,0.1562,"[11, 10, 3]",Friday,WEEKDAY,3.0,10.0,11:00-13:00,10:00-12:00,0.4375,MEDIUM,clean
C_477,20,5,4,5,6,0.3,"[5, 14, 10]",Tuesday,WEEKDAY,5.0,2.0,05:00-07:00,14:00-16:00,0.8,LOW,sparse data (<30 violations); few active days (<7)
C_478,20,3,3,3,13,0.65,"[3, 5]",Saturday,WEEKEND,5.0,3.0,03:00-05:00,05:00-07:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_479,17,5,4,7,5,0.2941,"[7, 3, 2]",Tuesday,WEEKDAY,7.0,3.0,07:00-09:00,03:00-05:00,0.8235,LOW,sparse data (<30 violations); few active days (<7)
C_48,29,17,13,10,8,0.2759,"[10, 5, 2]",Monday,WEEKDAY,10.0,12.0,10:00-12:00,05:00-07:00,0.6207,MEDIUM,sparse data (<30 violations)
C_480,44,14,10,4,20,0.4545,"[4, 5, 3]",Thursday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.9091,MEDIUM,clean
C_481,184,52,19,4,35,0.1902,"[4, 3, 5]",Sunday,WEEKDAY,4.0,3.0,04:00-06:00,03:00-05:00,0.4946,HIGH,clean
C_482,57,8,6,12,26,0.4561,"[12, 7, 8]",Wednesday,MIXED,12.0,8.0,12:00-14:00,07:00-09:00,0.9123,MEDIUM,no strong weekday/weekend skew
C_483,20,7,6,5,7,0.35,"[5, 3, 4]",Monday,WEEKDAY,3.0,5.0,05:00-07:00,03:00-05:00,0.85,MEDIUM,sparse data (<30 violations)
C_484,31,4,4,6,11,0.3548,"[6, 9, 5]",Saturday,MIXED,9.0,6.0,06:00-08:00,09:00-11:00,1.0,MEDIUM,few active days (<7); no strong weekday/weekend skew
C_485,29,8,8,2,13,0.4483,"[2, 6, 4]",Sunday,MIXED,4.0,2.0,02:00-04:00,06:00-08:00,0.8966,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_486,50,21,10,12,9,0.18,"[12, 11, 13]",Thursday,WEEKDAY,11.0,13.0,12:00-14:00,11:00-13:00,0.48,MEDIUM,clean
C_487,87,27,16,14,16,0.1839,"[14, 9, 8]",Sunday,MIXED,14.0,8.0,14:00-16:00,09:00-11:00,0.4483,MEDIUM,no strong weekday/weekend skew
C_488,15,6,5,7,4,0.2667,"[7, 10, 5]",Wednesday,WEEKDAY,10.0,7.0,07:00-09:00,10:00-12:00,0.7333,LOW,sparse data (<30 violations); few active days (<7)
C_489,19,8,7,7,6,0.3158,"[7, 10, 9]",Thursday,WEEKDAY,9.0,7.0,07:00-09:00,10:00-12:00,0.8421,MEDIUM,sparse data (<30 violations)
C_49,99,27,17,7,25,0.2525,"[7, 10, 11]",Monday,WEEKDAY,7.0,8.0,07:00-09:00,10:00-12:00,0.6162,MEDIUM,clean
C_490,44,9,5,11,9,0.2045,"[11, 1, 5]",Sunday,WEEKDAY,1.0,8.0,11:00-13:00,01:00-03:00,0.4545,MEDIUM,clean
C_491,31,14,9,10,10,0.3226,"[10, 11, 12]",Sunday,MIXED,12.0,10.0,10:00-12:00,11:00-13:00,0.5806,MEDIUM,no strong weekday/weekend skew
C_492,17,5,5,10,5,0.2941,"[10, 8, 6]",Thursday,MIXED,10.0,8.0,10:00-12:00,08:00-10:00,0.7059,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_493,39,11,8,8,11,0.2821,"[8, 9, 13]",Monday,WEEKDAY,8.0,12.0,08:00-10:00,09:00-11:00,0.5641,MEDIUM,clean
C_494,18,9,7,10,6,0.3333,"[10, 7, 6]",Sunday,WEEKEND,6.0,10.0,10:00-12:00,07:00-09:00,0.6667,MEDIUM,sparse data (<30 violations)
C_495,53,25,15,5,12,0.2264,"[5, 4, 8]",Tuesday,WEEKDAY,5.0,10.0,05:00-07:00,04:00-06:00,0.5472,MEDIUM,clean
C_496,132,37,17,10,30,0.2273,"[10, 11, 12]",Sunday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.5303,HIGH,no strong weekday/weekend skew
C_497,44,18,11,10,13,0.2955,"[10, 11, 3]",Thursday,WEEKDAY,11.0,10.0,10:00-12:00,11:00-13:00,0.7045,MEDIUM,clean
C_498,57,13,12,10,18,0.3158,"[10, 9, 11]",Tuesday,WEEKDAY,9.0,10.0,10:00-12:00,09:00-11:00,0.7018,MEDIUM,clean
C_499,58,19,12,13,11,0.1897,"[13, 6, 10]",Friday,WEEKDAY,13.0,10.0,13:00-15:00,06:00-08:00,0.5345,MEDIUM,clean
C_5,1929,98,22,4,370,0.1918,"[4, 5, 8]",Thursday,WEEKDAY,4.0,5.0,04:00-06:00,05:00-07:00,0.5298,HIGH,clean
C_50,399,92,21,3,94,0.2356,"[3, 2, 10]",Sunday,WEEKDAY,3.0,3.0,03:00-05:00,02:00-04:00,0.5188,HIGH,clean
C_500,19,14,11,5,5,0.2632,"[5, 4, 11]",Tuesday,WEEKDAY,5.0,10.0,05:00-07:00,04:00-06:00,0.5789,MEDIUM,sparse data (<30 violations)
C_501,28,9,8,12,17,0.6071,"[12, 0, 5]",Sunday,WEEKEND,0.0,12.0,12:00-14:00,00:00-02:00,0.8929,MEDIUM,sparse data (<30 violations)
C_502,42,12,9,2,16,0.381,"[2, 13, 12]",Sunday,MIXED,2.0,13.0,02:00-04:00,13:00-15:00,0.7619,MEDIUM,no strong weekday/weekend skew
C_503,58,5,3,3,21,0.3621,"[3, 13, 9]",Sunday,WEEKEND,2.0,3.0,03:00-05:00,13:00-15:00,0.8621,MEDIUM,few active days (<7)
C_504,94,30,18,12,49,0.5213,"[12, 13, 11]",Saturday,MIXED,12.0,12.0,12:00-14:00,13:00-15:00,0.8298,MEDIUM,no strong weekday/weekend skew
C_505,27,6,6,7,10,0.3704,"[7, 8, 9]",Monday,WEEKDAY,7.0,14.0,07:00-09:00,08:00-10:00,0.8148,LOW,sparse data (<30 violations); few active days (<7)
C_506,97,22,12,11,22,0.2268,"[11, 9, 8]",Friday,WEEKDAY,11.0,8.0,11:00-13:00,09:00-11:00,0.4742,MEDIUM,clean
C_507,71,21,15,2,19,0.2676,"[2, 10, 8]",Monday,WEEKDAY,2.0,12.0,02:00-04:00,10:00-12:00,0.6056,MEDIUM,clean
C_508,18,8,7,8,3,0.1667,"[8, 7, 9]",Wednesday,MIXED,9.0,8.0,08:00-10:00,07:00-09:00,0.5,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_509,18,9,9,11,6,0.3333,"[11, 3, 7]",Saturday,MIXED,3.0,11.0,11:00-13:00,03:00-05:00,0.7222,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_51,16,10,7,4,3,0.1875,"[4, 8, 7]",Friday,WEEKDAY,7.0,4.0,04:00-06:00,08:00-10:00,0.5625,MEDIUM,sparse data (<30 violations)
C_510,27,9,6,1,6,0.2222,"[1, 11, 8]",Wednesday,WEEKDAY,1.0,10.0,01:00-03:00,11:00-13:00,0.6296,MEDIUM,sparse data (<30 violations)
C_511,28,15,10,7,6,0.2143,"[7, 6, 1]",Monday,WEEKDAY,7.0,4.0,07:00-09:00,06:00-08:00,0.5357,MEDIUM,sparse data (<30 violations)
C_512,114,17,10,4,40,0.3509,"[4, 6, 10]",Sunday,MIXED,6.0,4.0,04:00-06:00,06:00-08:00,0.7632,HIGH,no strong weekday/weekend skew
C_513,15,5,4,8,7,0.4667,"[8, 6, 9]",Monday,MIXED,6.0,8.0,08:00-10:00,06:00-08:00,0.9333,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_514,24,11,8,7,8,0.3333,"[7, 12, 11]",Saturday,MIXED,12.0,7.0,07:00-09:00,12:00-14:00,0.8333,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_515,99,17,11,9,27,0.2727,"[9, 11, 10]",Sunday,MIXED,11.0,9.0,09:00-11:00,11:00-13:00,0.6061,MEDIUM,no strong weekday/weekend skew
C_516,57,17,12,11,25,0.4386,"[11, 10, 12]",Wednesday,WEEKDAY,11.0,10.0,11:00-13:00,10:00-12:00,0.8772,MEDIUM,clean
C_517,33,13,7,13,20,0.6061,"[13, 12, 4]",Sunday,MIXED,13.0,13.0,13:00-15:00,12:00-14:00,0.8485,MEDIUM,no strong weekday/weekend skew
C_518,46,14,11,6,11,0.2391,"[6, 8, 7]",Friday,WEEKDAY,8.0,6.0,06:00-08:00,08:00-10:00,0.5652,MEDIUM,clean
C_519,21,6,4,6,12,0.5714,"[6, 2, 8]",Thursday,WEEKDAY,6.0,8.0,06:00-08:00,02:00-04:00,0.9048,LOW,sparse data (<30 violations); few active days (<7)
C_52,223,17,11,3,61,0.2735,"[3, 10, 4]",Friday,WEEKDAY,3.0,3.0,03:00-05:00,10:00-12:00,0.5919,HIGH,clean
C_520,17,3,3,2,13,0.7647,"[2, 3, 4]",Sunday,WEEKEND,2.0,2.0,02:00-04:00,03:00-05:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_521,42,10,10,3,19,0.4524,"[3, 11, 5]",Wednesday,WEEKDAY,3.0,11.0,03:00-05:00,11:00-13:00,0.7857,MEDIUM,clean
C_522,47,14,12,9,16,0.3404,"[9, 13, 11]",Monday,WEEKDAY,13.0,9.0,09:00-11:00,13:00-15:00,0.7234,MEDIUM,clean
C_523,48,29,16,3,23,0.4792,"[3, 11, 2]",Friday,MIXED,3.0,3.0,03:00-05:00,11:00-13:00,0.8333,MEDIUM,no strong weekday/weekend skew
C_524,41,9,7,4,10,0.2439,"[4, 7, 5]",Wednesday,WEEKDAY,4.0,5.0,04:00-06:00,07:00-09:00,0.7073,MEDIUM,clean
C_525,23,7,7,11,9,0.3913,"[11, 4, 6]",Tuesday,WEEKDAY,11.0,6.0,11:00-13:00,04:00-06:00,1.0,MEDIUM,sparse data (<30 violations)
C_526,28,8,5,5,15,0.5357,"[5, 6, 9]",Tuesday,WEEKDAY,5.0,4.0,05:00-07:00,06:00-08:00,0.8929,MEDIUM,sparse data (<30 violations)
C_527,23,13,11,4,4,0.1739,"[4, 5, 11]",Saturday,WEEKDAY,5.0,2.0,04:00-06:00,05:00-07:00,0.4783,MEDIUM,sparse data (<30 violations)
C_528,42,14,9,8,11,0.2619,"[8, 6, 3]",Wednesday,WEEKDAY,6.0,8.0,08:00-10:00,06:00-08:00,0.6429,MEDIUM,clean
C_529,15,5,5,5,7,0.4667,"[5, 2, 4]",Tuesday,WEEKDAY,5.0,5.0,05:00-07:00,02:00-04:00,0.7333,LOW,sparse data (<30 violations); few active days (<7)
C_53,157,41,19,10,33,0.2102,"[10, 4, 3]",Tuesday,WEEKDAY,4.0,10.0,10:00-12:00,04:00-06:00,0.535,HIGH,clean
C_530,22,14,14,11,7,0.3182,"[11, 6, 12]",Sunday,MIXED,6.0,11.0,11:00-13:00,06:00-08:00,0.6818,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_531,182,29,18,10,69,0.3791,"[10, 9, 7]",Sunday,MIXED,10.0,10.0,10:00-12:00,09:00-11:00,0.7308,HIGH,no strong weekday/weekend skew
C_532,21,15,10,11,5,0.2381,"[11, 6, 10]",Friday,MIXED,6.0,8.0,11:00-13:00,06:00-08:00,0.5714,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_533,27,17,8,9,8,0.2963,"[9, 10, 11]",Friday,WEEKDAY,9.0,3.0,09:00-11:00,10:00-12:00,0.5556,MEDIUM,sparse data (<30 violations)
C_534,24,5,5,2,18,0.75,"[2, 8, 5]",Sunday,WEEKDAY,2.0,2.0,02:00-04:00,08:00-10:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_535,21,6,5,8,6,0.2857,"[8, 5, 10]",Tuesday,WEEKDAY,8.0,5.0,08:00-10:00,05:00-07:00,0.6667,LOW,sparse data (<30 violations); few active days (<7)
C_536,123,16,12,10,30,0.2439,"[10, 5, 4]",Tuesday,WEEKDAY,10.0,2.0,10:00-12:00,05:00-07:00,0.5854,HIGH,clean
C_537,76,14,9,7,28,0.3684,"[7, 8, 11]",Saturday,MIXED,7.0,7.0,07:00-09:00,08:00-10:00,0.6184,MEDIUM,no strong weekday/weekend skew
C_538,21,2,2,11,15,0.7143,"[11, 12]",Sunday,WEEKEND,12.0,11.0,11:00-13:00,12:00-14:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_539,57,21,12,13,14,0.2456,"[13, 10, 11]",Saturday,WEEKDAY,10.0,11.0,13:00-15:00,10:00-12:00,0.6491,MEDIUM,clean
C_54,2407,105,23,11,470,0.1953,"[11, 12, 10]",Monday,WEEKDAY,11.0,12.0,11:00-13:00,12:00-14:00,0.5143,HIGH,clean
C_540,19,6,6,23,8,0.4211,"[23, 0, 9]",Monday,WEEKDAY,0.0,23.0,23:00-01:00,00:00-02:00,0.8421,LOW,sparse data (<30 violations); few active days (<7)
C_541,18,6,5,7,5,0.2778,"[7, 3, 1]",Wednesday,WEEKDAY,3.0,1.0,07:00-09:00,03:00-05:00,0.7778,LOW,sparse data (<30 violations); few active days (<7)
C_542,59,23,14,7,14,0.2373,"[7, 10, 5]",Sunday,WEEKDAY,7.0,5.0,07:00-09:00,10:00-12:00,0.5085,MEDIUM,clean
C_543,41,18,11,3,7,0.1707,"[3, 5, 10]",Saturday,MIXED,3.0,8.0,03:00-05:00,05:00-07:00,0.5122,MEDIUM,no strong weekday/weekend skew
C_544,158,19,9,3,43,0.2722,"[3, 8, 4]",Wednesday,WEEKDAY,3.0,8.0,03:00-05:00,08:00-10:00,0.6392,HIGH,clean
C_545,25,10,5,8,12,0.48,"[8, 3, 7]",Thursday,WEEKDAY,8.0,3.0,08:00-10:00,03:00-05:00,0.76,MEDIUM,sparse data (<30 violations)
C_546,47,32,18,2,9,0.1915,"[2, 11, 13]",Sunday,WEEKDAY,2.0,11.0,02:00-04:00,11:00-13:00,0.5319,MEDIUM,clean
C_547,18,11,8,12,4,0.2222,"[12, 11, 10]",Tuesday,WEEKDAY,12.0,11.0,12:00-14:00,11:00-13:00,0.6111,MEDIUM,sparse data (<30 violations)
C_548,49,21,11,3,23,0.4694,"[3, 2, 11]",Wednesday,WEEKDAY,3.0,2.0,03:00-05:00,02:00-04:00,0.8163,MEDIUM,clean
C_549,23,11,9,3,20,0.8696,"[3, 4]",Wednesday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,1.0,MEDIUM,sparse data (<30 violations)
C_55,37,7,7,14,18,0.4865,"[14, 11, 4]",Friday,WEEKDAY,14.0,2.0,14:00-16:00,11:00-13:00,0.9189,MEDIUM,clean
C_550,18,17,13,4,5,0.2778,"[4, 3, 2]",Thursday,WEEKDAY,4.0,2.0,04:00-06:00,03:00-05:00,0.6111,MEDIUM,sparse data (<30 violations)
C_551,74,16,13,0,37,0.5,"[0, 1, 5]",Sunday,MIXED,1.0,0.0,00:00-02:00,01:00-03:00,0.973,MEDIUM,no strong weekday/weekend skew
C_552,21,6,6,11,13,0.619,"[11, 5, 1]",Tuesday,WEEKDAY,11.0,11.0,11:00-13:00,05:00-07:00,0.9524,LOW,sparse data (<30 violations); few active days (<7)
C_553,23,2,2,7,17,0.7391,"[7, 12, 13]",Wednesday,WEEKDAY,7.0,,07:00-09:00,12:00-14:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_554,47,17,12,5,9,0.1915,"[5, 8, 9]",Thursday,WEEKDAY,8.0,1.0,05:00-07:00,08:00-10:00,0.5532,MEDIUM,clean
C_555,71,20,14,9,17,0.2394,"[9, 12, 11]",Thursday,WEEKDAY,12.0,11.0,09:00-11:00,12:00-14:00,0.6479,MEDIUM,clean
C_556,213,13,9,4,140,0.6573,"[4, 10, 5]",Thursday,WEEKDAY,4.0,4.0,04:00-06:00,10:00-12:00,0.8826,MEDIUM,clean
C_557,34,25,12,7,10,0.2941,"[7, 12, 8]",Friday,WEEKDAY,7.0,12.0,07:00-09:00,12:00-14:00,0.6765,MEDIUM,clean
C_558,15,7,6,10,6,0.4,"[10, 12, 11]",Wednesday,WEEKDAY,10.0,10.0,10:00-12:00,12:00-14:00,0.8667,MEDIUM,sparse data (<30 violations)
C_559,43,24,15,13,12,0.2791,"[13, 12, 11]",Friday,WEEKDAY,13.0,4.0,13:00-15:00,12:00-14:00,0.6279,MEDIUM,clean
C_56,26,12,9,11,8,0.3077,"[11, 3, 10]",Tuesday,WEEKDAY,11.0,6.0,11:00-13:00,03:00-05:00,0.6538,MEDIUM,sparse data (<30 violations)
C_560,67,25,15,9,29,0.4328,"[9, 10, 12]",Monday,WEEKDAY,9.0,12.0,09:00-11:00,10:00-12:00,0.7164,MEDIUM,clean
C_561,67,23,14,4,24,0.3582,"[4, 3, 6]",Tuesday,WEEKDAY,4.0,11.0,04:00-06:00,03:00-05:00,0.6269,MEDIUM,clean
C_562,59,21,13,4,12,0.2034,"[4, 12, 3]",Monday,WEEKDAY,4.0,7.0,04:00-06:00,12:00-14:00,0.5085,MEDIUM,clean
C_563,90,26,16,3,42,0.4667,"[3, 4, 2]",Friday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,0.7222,MEDIUM,clean
C_564,88,30,19,0,30,0.3409,"[0, 23, 1]",Friday,MIXED,0.0,23.0,00:00-02:00,23:00-01:00,0.6818,MEDIUM,no strong weekday/weekend skew
C_565,33,1,1,2,19,0.5758,"[2, 1, 3]",Thursday,WEEKDAY,2.0,,02:00-04:00,01:00-03:00,0.9697,MEDIUM,few active days (<7)
C_566,19,10,7,6,8,0.4211,"[6, 2, 3]",Saturday,MIXED,2.0,6.0,06:00-08:00,02:00-04:00,0.7895,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_567,25,15,13,4,7,0.28,"[4, 5, 3]",Sunday,MIXED,4.0,3.0,04:00-06:00,05:00-07:00,0.64,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_568,62,19,12,4,17,0.2742,"[4, 9, 8]",Thursday,WEEKDAY,4.0,9.0,04:00-06:00,09:00-11:00,0.5484,MEDIUM,clean
C_569,30,14,10,4,11,0.3667,"[4, 1, 7]",Monday,MIXED,1.0,4.0,04:00-06:00,01:00-03:00,0.6667,MEDIUM,no strong weekday/weekend skew
C_57,32,9,9,11,22,0.6875,"[11, 2, 1]",Monday,WEEKDAY,11.0,11.0,11:00-13:00,02:00-04:00,0.875,MEDIUM,clean
C_570,49,18,13,4,10,0.2041,"[4, 5, 6]",Thursday,WEEKDAY,6.0,4.0,04:00-06:00,05:00-07:00,0.6122,MEDIUM,clean
C_571,166,19,14,5,62,0.3735,"[5, 7, 8]",Wednesday,WEEKDAY,5.0,8.0,05:00-07:00,07:00-09:00,0.8434,HIGH,clean
C_572,4,3,3,8,2,0.5,"[8, 5, 11]",Thursday,WEEKDAY,8.0,,08:00-10:00,05:00-07:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_573,31,7,6,9,23,0.7419,"[9, 1, 10]",Thursday,WEEKDAY,9.0,9.0,09:00-11:00,01:00-03:00,0.9355,MEDIUM,clean
C_574,21,14,11,10,5,0.2381,"[10, 2, 12]",Friday,WEEKDAY,10.0,2.0,10:00-12:00,02:00-04:00,0.4762,MEDIUM,sparse data (<30 violations)
C_575,32,21,13,10,14,0.4375,"[10, 11, 5]",Thursday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.7812,MEDIUM,no strong weekday/weekend skew
C_576,37,28,15,6,6,0.1622,"[6, 7, 5]",Saturday,MIXED,14.0,6.0,06:00-08:00,07:00-09:00,0.4595,MEDIUM,no strong weekday/weekend skew
C_577,30,12,9,5,17,0.5667,"[5, 11, 12]",Wednesday,WEEKDAY,5.0,11.0,05:00-07:00,11:00-13:00,0.7667,MEDIUM,clean
C_578,19,6,5,11,7,0.3684,"[11, 4, 5]",Friday,WEEKDAY,4.0,11.0,11:00-13:00,04:00-06:00,0.7895,LOW,sparse data (<30 violations); few active days (<7)
C_579,49,25,14,13,24,0.4898,"[13, 12, 14]",Thursday,WEEKDAY,13.0,13.0,13:00-15:00,12:00-14:00,0.9184,MEDIUM,clean
C_58,1253,84,23,11,287,0.2291,"[11, 10, 12]",Sunday,WEEKEND,11.0,11.0,11:00-13:00,10:00-12:00,0.5435,HIGH,clean
C_580,68,15,11,11,29,0.4265,"[11, 10, 4]",Monday,WEEKDAY,10.0,11.0,11:00-13:00,10:00-12:00,0.9412,MEDIUM,clean
C_581,43,26,15,11,8,0.186,"[11, 12, 10]",Tuesday,WEEKDAY,11.0,10.0,11:00-13:00,12:00-14:00,0.4651,MEDIUM,clean
C_582,42,27,14,11,7,0.1667,"[11, 10, 8]",Monday,WEEKDAY,11.0,10.0,11:00-13:00,10:00-12:00,0.4286,MEDIUM,clean
C_583,212,38,16,13,38,0.1792,"[13, 8, 14]",Sunday,MIXED,10.0,14.0,13:00-15:00,08:00-10:00,0.4953,HIGH,no strong weekday/weekend skew
C_584,45,14,8,1,18,0.4,"[1, 2, 6]",Wednesday,WEEKDAY,1.0,2.0,01:00-03:00,02:00-04:00,0.6889,MEDIUM,clean
C_585,30,5,4,3,10,0.3333,"[3, 1, 4]",Monday,WEEKDAY,3.0,4.0,03:00-05:00,01:00-03:00,0.6,MEDIUM,few active days (<7)
C_586,17,12,9,11,4,0.2353,"[11, 10, 0]",Saturday,MIXED,0.0,11.0,11:00-13:00,10:00-12:00,0.5294,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_587,173,21,10,4,38,0.2197,"[4, 8, 6]",Saturday,WEEKEND,4.0,8.0,04:00-06:00,08:00-10:00,0.4451,HIGH,clean
C_588,39,15,10,2,10,0.2564,"[2, 3, 4]",Saturday,MIXED,3.0,11.0,02:00-04:00,03:00-05:00,0.6667,MEDIUM,no strong weekday/weekend skew
C_589,16,6,6,3,7,0.4375,"[3, 12, 7]",Wednesday,WEEKDAY,3.0,12.0,03:00-05:00,12:00-14:00,0.9375,LOW,sparse data (<30 violations); few active days (<7)
C_59,57,19,12,9,11,0.193,"[9, 8, 4]",Monday,WEEKDAY,9.0,8.0,09:00-11:00,08:00-10:00,0.4912,MEDIUM,clean
C_590,167,23,14,11,45,0.2695,"[11, 10, 12]",Sunday,MIXED,10.0,11.0,11:00-13:00,10:00-12:00,0.5629,HIGH,no strong weekday/weekend skew
C_591,26,6,4,11,12,0.4615,"[11, 7, 3]",Saturday,MIXED,3.0,7.0,11:00-13:00,07:00-09:00,0.9231,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_592,20,10,8,10,9,0.45,"[10, 3, 12]",Tuesday,WEEKDAY,10.0,7.0,10:00-12:00,03:00-05:00,0.8,MEDIUM,sparse data (<30 violations)
C_593,19,3,2,10,8,0.4211,"[10, 9, 4]",Saturday,WEEKEND,4.0,10.0,10:00-12:00,09:00-11:00,0.8947,LOW,sparse data (<30 violations); few active days (<7)
C_594,55,22,12,10,15,0.2727,"[10, 9, 4]",Wednesday,WEEKDAY,10.0,9.0,10:00-12:00,09:00-11:00,0.6727,MEDIUM,clean
C_595,145,11,8,8,26,0.1793,"[8, 9, 14]",Thursday,WEEKDAY,8.0,14.0,08:00-10:00,09:00-11:00,0.5172,MEDIUM,clean
